Id,pictures,Candidate,Quote,Key
500,NULL,Hillary,"George W. Bush is very popular in Sub-Saharan Africa. Why? Because of PEPFAR, the President's Emergency Program for AIDS Relief.",
501,NULL,Hillary,"I am 100% in the camp that says forgiveness is mostly about the forgiver.",
502,NULL,Hillary,"I am not going to comment on what I did or did not say back in the late '90s.",
503,NULL,Hillary,"I can't stand the kind of paralysis that some people fall into because they're not happy with the choices they've made.",
504,NULL,Hillary,"I certainly don't read coverage of me, I read what else is going on that I need to know about to do my job.",
505,NULL,Hillary,"I don't think I've read any of the books that have been written about me.",
506,NULL,Hillary,"I drink tons of water. Just as much water as I can possibly drink.",
507,NULL,Hillary,"I feel like every day, every minute I have to make the most of.",
508,NULL,Hillary,"I have won elections and I have lost elections.",
509,NULL,Hillary,"I helped to restore America's leadership.",
510,NULL,Hillary,"I love New York.",
511,NULL,Hillary,"I meet with people all day long.",
512,NULL,Hillary,"I sometimes think that I didn't leave the Republican Party, as much as it left me.",
513,NULL,Hillary,"I think I'm very hardheaded.",
514,NULL,Hillary,"I want to make a difference.",
515,NULL,Hillary,"I was in civil society long before I was ever in politics or my husband was ever even elected president.",
516,NULL,Hillary,"I wish I had some stock in a scrunchie company.",
517,NULL,Hillary,"I'll get involved in philanthropy.",
518,NULL,Hillary,"I'm in charge of the State Department's 60,000-plus people all over the world, 275 posts.",
519,NULL,Hillary,"I've always been intrigued by the Senate, and admired many of the people who have served there.",
520,NULL,Hillary,"I've been really at the highest levels of American political life.",
521,NULL,Hillary,"In every country today, there is politics. It may be authoritarian politics, but there is politics.",
522,NULL,Hillary,"It is very clear that the people in Afghanistan do not want the Taliban back.",
523,NULL,Hillary,"My father was raised with brothers, he was a football player and a boxer, he was a chief petty officer in the Navy, he was a man of his times.",
524,NULL,Hillary,"No nation can meet the world's challenges alone.",
525,NULL,Hillary,"Now I know that Wal-Mart's policies do not reflect the best way of doing business and the values that I think are important in America.",
526,NULL,Hillary,"One of the great things about my mother is she really valued people's character more than what they did.",
527,NULL,Hillary,"Part of diplomacy is to open different definitions of self-interest.",
528,NULL,Hillary,"Putin is playing the long game. He has a strategic plan in mind: the Eurasian Union, which would be in competition to Europe.",
529,NULL,Hillary,"The people of New York took a big chance on me. And I'm well aware of that.",
530,NULL,Hillary,"There hasn't been anybody whose life has been picked apart and distorted as much as mine.",
531,NULL,Hillary,"There is a hunger for the United States to be present again.",
532,NULL,Hillary,"This is a moment in history where it is almost hard to catch your breath.",
533,NULL,Hillary,"We know in New York we have several million at any one time who are in New York illegally.",
534,NULL,Hillary,"Well, I think both Russia and China have a very strong aversion to interference in internal affairs.",
535,NULL,Hillary,"Well, I think, by definition, all power has limits.",
536,NULL,Hillary,"What I found when I became Secretary of State was a lot of doubts and a lot of concerns and fears from friends, allies, around the world.",
537,NULL,Hillary,"When an army unit returns from service in Iraq or Afghanistan, it barely gets a breather before it begins training for its next deployment.",
538,NULL,Hillary,"When I negotiated the ceasefire in Gaza with President Morsi, he was, you know, very involved.",
539,NULL,Hillary,"You don't make peace with your friends. That's the bottom line. You end conflicts by trying to find some political resolution.",
540,NULL,Hillary,"You know no one will ever accuse me as having the same policies as George W. Bush.",
541,NULL,Hillary,"You know, one of the things my husband says when people say 'Well, what did you bring to Washington,' he said, 'Well, I brought arithmetic.'",
542,NULL,Hillary,"You know, people make a lot of money talking about me, don't they?",
543,NULL,Hillary,"A nuclear-weapons armed Iran is not in anyone's human-rights interests. That is a direct threat to the lives and the livelihoods and the stability not only of the region but beyond.",
544,NULL,Hillary,"A psychologist once told me that for a boy being in the middle of a conflict between two women is the worst possible situation. There's always a desire to please each one.",
545,NULL,Hillary,"Americans deserve to feel secure in their own lives, in their own middle-class aspirations, before you go to them and say, 'We're going to have to enforce navigable sea lanes in the South China Sea.'",
546,NULL,Hillary,"China is starting an English-speaking television network around the world, Russia is, Al Jazeera. And the BBC is cutting back on its many language services around the world.",
547,NULL,Hillary,"Countries that will not tax their elite who expect us to come in and help them serve their people are just not going to get the kind of help from us that historically they may have.",
548,NULL,Hillary,"Egypt has been a partner of the United States over the last 30 years, has been instrumental in keeping the peace in the Middle East between Egypt and Israel, which is a critical accomplishment that has meant so much to so many people.",
549,NULL,Hillary,"I am shocked at how much time I spend in the White House. I mean, you know, for people on the outside, the idea of going to the White House for a meeting must seem like the most important, serious, even glamorous kind of thing to do.",
550,NULL,Hillary,"I have a lot of reason to believe, as we saw in the 2012 election, most Americans don't agree with the extremists on any side of an issue, but there needs to continue to be an effort to find common ground, or even take it to higher ground on behalf of the future.",
551,NULL,Hillary,"I really get up every day and try to deal with the problems that are in front of me, and I don't really worry about history. That will work itself out over time.",
552,NULL,Hillary,"I think every election is sui generis. I think it starts with where we are in the country at this time, with what Americans are thinking, feeling and hoping, and it proceeds from there. And it is always about the future.",
553,NULL,Hillary,"I think that we have to be constantly asking ourselves, 'How do we calculate the risk?' And sometimes we don't calculate it correctly; we either overstate it or understate it.",
554,NULL,Hillary,"I thought making speeches for money w",
